Sample	name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
F2M1	Streptococcus equinus	1335	S	37	71	108	0.00854
F2M1	Lactococcus raffinolactis	1366	S	14	10	24	0.00190
F2M1	Lactococcus garvieae	1363	S	12	30	42	0.00332
F2M1	Ligilactobacillus ruminis	1623	S	26	12	38	0.00301
F2M1	Lactobacillus crispatus	47770	S	10	8	18	0.00142
F2M1	Limosilactobacillus mucosae	97478	S	10	7	17	0.00135
F2M1	Enterococcus faecalis	1351	S	27	50	77	0.00609
F2M1	Enterococcus faecium	1352	S	27	149	176	0.01393
F2M1	Enterococcus hirae	1354	S	12	14	26	0.00206
F2M1	Bacillus licheniformis	1402	S	11	359	370	0.02927
F2M1	Bacillus pumilus	1408	S	15	32	47	0.00372
F2M1	Bacillus circulans	1397	S	14	8	22	0.00174
F2M1	Bacillus oleronius	38875	S	13	8	21	0.00166
F2M1	Caldibacillus thermoamylovorans	35841	S	72	61	133	0.01052
F2M1	Alkalihalobacillus clausii	79880	S	70	15	85	0.00673
F2M1	Weizmannia coagulans	1398	S	13	10	23	0.00182
F2M1	Jeotgalicoccus saudimassiliensis	1461582	S	80	25	105	0.00831
F2M1	Ureibacillus thermosphaericus	51173	S	26	45	71	0.00562
F2M1	Thermoactinomyces vulgaris	2026	S	18	3	21	0.00166
F2M1	Romboutsia ilealis	1115758	S	65	157	222	0.01756
F2M1	Clostridioides difficile	1496	S	10	23	33	0.00261
F2M1	Butyrivibrio fibrisolvens	831	S	17	33	50	0.00396
F2M1	Lacrimispora saccharolytica	84030	S	15	137	152	0.01203
F2M1	Blautia producta	33035	S	10	16	26	0.00206
F2M1	Ruminococcus sp. JE7A12	2564099	S	44	43	87	0.00688
F2M1	Erysipelothrix larvae	1514105	S	15	12	27	0.00214
F2M1	Turicibacter sp. H121	1712675	S	29	43	72	0.00570
F2M1	Schnuerera ultunensis	45497	S	15	4	19	0.00150
F2M1	Corynebacterium maris	575200	S	413	205	618	0.04890
F2M1	Corynebacterium xerosis	1725	S	92	168	260	0.02057
F2M1	Corynebacterium provencense	1737425	S	22	14	36	0.00285
F2M1	Corynebacterium stationis	1705	S	15	24	39	0.00309
F2M1	Corynebacterium efficiens	152794	S	15	9	24	0.00190
F2M1	Corynebacterium marinum	349751	S	12	30	42	0.00332
F2M1	Corynebacterium casei	160386	S	10	54	64	0.00506
F2M1	Bifidobacterium pseudolongum	1694	S	665	188	853	0.06749
F2M1	Bifidobacterium choerinum	35760	S	19	20	39	0.00309
F2M1	Bifidobacterium adolescentis	1680	S	17	9	26	0.00206
F2M1	Bifidobacterium angulatum	1683	S	14	6	20	0.00158
F2M1	Glutamicibacter arilaitensis	256701	S	28	36	64	0.00506
F2M1	Glutamicibacter nicotianae	37929	S	17	219	236	0.01867
F2M1	Brevibacterium sp. YB235	1496080	S	11	24	35	0.00277
F2M1	Thermobifida fusca	2021	S	82	21	103	0.00815
F2M1	Olsenella umbonata	604330	S	27	26	53	0.00419
F2M1	Acholeplasma laidlawii	2148	S	234	15	249	0.01970
F2M1	Acholeplasma brassicae	61635	S	150	21	171	0.01353
F2M1	Acholeplasma axanthum	29552	S	59	46	105	0.00831
F2M1	Acinetobacter indicus	756892	S	452	1145	1597	0.12635
F2M1	Acinetobacter lwoffii	28090	S	26	162	188	0.01487
F2M1	Pseudomonas sp. C27(2019)	2604941	S	63	39	102	0.00807
F2M1	Pseudomonas litoralis	797277	S	11	54	65	0.00514
F2M1	Oblitimonas alkaliphila	1697053	S	20	48	68	0.00538
F2M1	Pseudoxanthomonas suwonensis	314722	S	35	38	73	0.00578
F2M1	Xanthomonas translucens	343	S	21	17	38	0.00301
F2M1	Oceanisphaera profunda	1416627	S	35	11	46	0.00364
F2M1	Campylobacter lanienae	75658	S	47	35	82	0.00649
F2M1	Comamonas kerstersii	225992	S	42	58	100	0.00791
F2M1	Bacteroides coprosuis	151276	S	106	33	139	0.01100
F2M1	Bacteroides intestinalis	329854	S	18	24	42	0.00332
F2M1	Bacteroides cellulosilyticus	246787	S	17	31	48	0.00380
F2M1	Bacteroides thetaiotaomicron	818	S	10	34	44	0.00348
F2M1	Bacteroides caecimuris	1796613	S	10	85	95	0.00752
F2M1	Phocaeicola dorei	357276	S	70	318	388	0.03070
F2M1	Phocaeicola vulgatus	821	S	12	54	66	0.00522
F2M1	Alloprevotella sp. E39	2133944	S	13	5	18	0.00142
F2M1	Petrimonas mucosa	1642646	S	18	5	23	0.00182
F2M1	Parabacteroides distasonis	823	S	11	50	61	0.00483
F2M1	Sphingobacterium daejeonense	371142	S	266	116	382	0.03022
F2M1	Sphingobacterium hotanense	649196	S	106	68	174	0.01377
F2M1	Empedobacter stercoris	1628248	S	59	44	103	0.00815
F2M1	Myroides odoratimimus	76832	S	11	53	64	0.00506
F2M1	Methanobrevibacter millerae	230361	S	62	45	107	0.00847
F3M2	Jeotgalibaca porci	1868793	S	1976	1003	2979	0.07708
F3M2	Jeotgalibaca arthritidis	1868794	S	1330	3433	4763	0.12323
F3M2	Jeotgalibaca sp. PTS2502	1903686	S	286	718	1004	0.02598
F3M2	Jeotgalibaca ciconiae	2496265	S	53	18	71	0.00184
F3M2	Jeotgalibaca dankookensis	708126	S	16	1	17	0.00044
F3M2	Carnobacterium maltaromaticum	2751	S	29	8	37	0.00096
F3M2	Aerococcus urinaeequi	51665	S	827	818	1645	0.04256
F3M2	Aerococcus viridans	1377	S	68	112	180	0.00466
F3M2	Streptococcus suis	1307	S	249	125	374	0.00968
F3M2	Streptococcus parauberis	1348	S	182	138	320	0.00828
F3M2	Streptococcus uberis	1349	S	53	14	67	0.00173
F3M2	Streptococcus equinus	1335	S	32	63	95	0.00246
F3M2	Streptococcus thermophilus	1308	S	28	39	67	0.00173
F3M2	Streptococcus gallolyticus	315405	S	12	41	53	0.00137
F3M2	Lactococcus raffinolactis	1366	S	132	60	192	0.00497
F3M2	Lactococcus cremoris	1359	S	119	151	270	0.00699
F3M2	Lactococcus garvieae	1363	S	49	84	133	0.00344
F3M2	Lactococcus lactis	1358	S	15	138	153	0.00396
F3M2	Weissella jogaejeotgali	1631871	S	45	28	73	0.00189
F3M2	Weissella paramesenteroides	1249	S	11	5	16	0.00041
F3M2	Leuconostoc pseudomesenteroides	33968	S	28	34	62	0.00160
F3M2	Lactobacillus amylovorus	1604	S	15	13	28	0.00072
F3M2	Amylolactobacillus amylophilus	1603	S	30	21	51	0.00132
F3M2	Lentilactobacillus buchneri	1581	S	11	2	13	0.00034
F3M2	Paucilactobacillus nenjiangensis	1296540	S	11	12	23	0.00060
F3M2	Enterococcus faecalis	1351	S	68	58	126	0.00326
F3M2	Enterococcus faecium	1352	S	50	184	234	0.00605
F3M2	Enterococcus cecorum	44008	S	23	13	36	0.00093
F3M2	Enterococcus avium	33945	S	16	8	24	0.00062
F3M2	Enterococcus hirae	1354	S	11	7	18	0.00047
F3M2	Enterococcus casseliflavus	37734	S	11	31	42	0.00109
F3M2	Macrococcus sp. IME1552	1898474	S	59	405	464	0.01201
F3M2	Macrococcus bohemicus	1903056	S	42	273	315	0.00815
F3M2	Staphylococcus hominis	1290	S	10	96	106	0.00274
F3M2	Jeotgalicoccus saudimassiliensis	1461582	S	72	8	80	0.00207
F3M2	Mammaliicoccus sciuri	1296	S	19	19	38	0.00098
F3M2	Bacillus oleronius	38875	S	11	43	54	0.00140
F3M2	Caldibacillus thermoamylovorans	35841	S	42	90	132	0.00342
F3M2	Amphibacillus xylanus	1449	S	16	4	20	0.00052
F3M2	Ureibacillus thermosphaericus	51173	S	94	122	216	0.00559
F3M2	Ureibacillus thermophilus	367743	S	39	25	64	0.00166
F3M2	Paenibacillus sp. JZ16	1906272	S	11	10	21	0.00054
F3M2	Thermobacillus composti	377615	S	11	1	12	0.00031
F3M2	Thermoactinomyces vulgaris	2026	S	18	1	19	0.00049
F3M2	Romboutsia ilealis	1115758	S	110	276	386	0.00999
F3M2	Romboutsia sp. CE17	2724150	S	20	45	65	0.00168
F3M2	Blautia producta	33035	S	42	64	106	0.00274
F3M2	Butyrivibrio fibrisolvens	831	S	16	35	51	0.00132
F3M2	Ruminococcus sp. JE7A12	2564099	S	22	20	42	0.00109
F3M2	Aminipila sp. JN-18	2507160	S	12	11	23	0.00060
F3M2	Petrocella atlantisensis	2173034	S	12	5	17	0.00044
F3M2	Turicibacter sp. H121	1712675	S	65	61	126	0.00326
F3M2	Erysipelothrix larvae	1514105	S	18	11	29	0.00075
F3M2	Erysipelothrix sp. HDW6A	2714928	S	10	5	15	0.00039
F3M2	Schnuerera ultunensis	45497	S	12	0	12	0.00031
F3M2	Corynebacterium xerosis	1725	S	461	355	816	0.02111
F3M2	Corynebacterium stationis	1705	S	220	60	280	0.00724
F3M2	Corynebacterium casei	160386	S	92	322	414	0.01071
F3M2	Corynebacterium maris	575200	S	74	15	89	0.00230
F3M2	Corynebacterium glutamicum	1718	S	43	433	476	0.01232
F3M2	Corynebacterium sp. LMM-1652	2487892	S	34	7	41	0.00106
F3M2	Corynebacterium camporealensis	161896	S	31	7	38	0.00098
F3M2	Corynebacterium nuruki	1032851	S	31	6	37	0.00096
F3M2	Corynebacterium efficiens	152794	S	30	5	35	0.00091
F3M2	Corynebacterium variabile	1727	S	29	33	62	0.00160
F3M2	Corynebacterium humireducens	1223514	S	16	4	20	0.00052
F3M2	Corynebacterium marinum	349751	S	15	9	24	0.00062
F3M2	Rhodococcus rhodochrous	1829	S	194	284	478	0.01237
F3M2	Dietzia sp. oral taxon 368	712270	S	26	63	89	0.00230
F3M2	Dietzia lutea	546160	S	16	30	46	0.00119
F3M2	Mycolicibacterium smegmatis	1772	S	41	31	72	0.00186
F3M2	Glutamicibacter nicotianae	37929	S	59	423	482	0.01247
F3M2	Glutamicibacter sp. ZJUTW	1155384	S	22	263	285	0.00737
F3M2	Glutamicibacter arilaitensis	256701	S	17	27	44	0.00114
F3M2	Glutamicibacter protophormiae	37930	S	11	21	32	0.00083
F3M2	Micrococcus luteus	1270	S	11	28	39	0.00101
F3M2	Arthrobacter sp. YC-RL1	1652545	S	10	10	20	0.00052
F3M2	Brevibacterium sp. YB235	1496080	S	52	118	170	0.00440
F3M2	Brevibacterium sp. CS2	2575923	S	10	14	24	0.00062
F3M2	Brevibacterium linens	1703	S	29	53	82	0.00212
F3M2	Brevibacterium aurantiacum	273384	S	16	31	47	0.00122
F3M2	Microbacterium sp. YJN-G	2763257	S	11	41	52	0.00135
F3M2	Microbacterium sediminis	904291	S	15	103	118	0.00305
F3M2	Bifidobacterium pseudolongum	1694	S	938	190	1128	0.02918
F3M2	Bifidobacterium choerinum	35760	S	43	27	70	0.00181
F3M2	Bifidobacterium longum	216816	S	14	25	39	0.00101
F3M2	Thermobifida fusca	2021	S	156	23	179	0.00463
F3M2	Thermobispora bispora	2006	S	17	3	20	0.00052
F3M2	Tessaracoccus aquimaris	1332264	S	14	25	39	0.00101
F3M2	Flaviflexus sp. H23T48	2496867	S	43	13	56	0.00145
F3M2	Flaviflexus sp. dk850	2758573	S	19	11	30	0.00078
F3M2	Schaalia sp. JY-X169	2758572	S	12	0	12	0.00031
F3M2	Micromonospora maris	1003110	S	38	37	75	0.00194
F3M2	Saccharomonospora viridis	1852	S	25	5	30	0.00078
F3M2	Acholeplasma laidlawii	2148	S	229	10	239	0.00618
F3M2	Acholeplasma brassicae	61635	S	202	17	219	0.00567
F3M2	Acholeplasma axanthum	29552	S	89	23	112	0.00290
F3M2	Mycoplasma bovirhinis	29553	S	10	1	11	0.00028
F3M2	Thermus thermophilus	274	S	13	12	25	0.00065
F3M2	Sphingobacterium daejeonense	371142	S	2522	652	3174	0.08212
F3M2	Sphingobacterium hotanense	649196	S	961	279	1240	0.03208
F3M2	Sphingobacterium mizutaii	1010	S	30	3	33	0.00085
F3M2	Sphingobacterium sp. dk4302	2662364	S	10	0	10	0.00026
F3M2	Sphingobacterium thalpophilum	259	S	15	17	32	0.00083
F3M2	Bacteroides uniformis	820	S	253	1338	1591	0.04116
F3M2	Bacteroides coprosuis	151276	S	195	18	213	0.00551
F3M2	Bacteroides sp. CACC 737	2755405	S	19	190	209	0.00541
F3M2	Bacteroides sp. M10	2763022	S	14	40	54	0.00140
F3M2	Bacteroides helcogenes	290053	S	80	9	89	0.00230
F3M2	Bacteroides intestinalis	329854	S	79	24	103	0.00266
F3M2	Bacteroides cellulosilyticus	246787	S	50	29	79	0.00204
F3M2	Bacteroides fragilis	817	S	41	188	229	0.00592
F3M2	Bacteroides eggerthii	28111	S	26	39	65	0.00168
F3M2	Bacteroides ovatus	28116	S	26	125	151	0.00391
F3M2	Bacteroides xylanisolvens	371601	S	24	213	237	0.00613
F3M2	Bacteroides thetaiotaomicron	818	S	17	17	34	0.00088
F3M2	Bacteroides heparinolyticus	28113	S	11	13	24	0.00062
F3M2	Bacteroides zoogleoformans	28119	S	10	13	23	0.00060
F3M2	Petrimonas mucosa	1642646	S	167	10	177	0.00458
F3M2	Proteiniphilum saccharofermentans	1642647	S	11	0	11	0.00028
F3M2	Parabacteroides distasonis	823	S	83	184	267	0.00691
F3M2	Phocaeicola vulgatus	821	S	20	51	71	0.00184
F3M2	Phocaeicola dorei	357276	S	17	47	64	0.00166
F3M2	Porphyromonas cangingivalis	36874	S	22	8	30	0.00078
F3M2	Empedobacter stercoris	1628248	S	46	42	88	0.00228
F3M2	Myroides odoratimimus	76832	S	11	50	61	0.00158
F3M2	Leadbetterella byssophila	316068	S	20	7	27	0.00070
F3M2	Acinetobacter indicus	756892	S	2689	2613	5302	0.13718
F3M2	Acinetobacter schindleri	108981	S	32	40	72	0.00186
F3M2	Acinetobacter lwoffii	28090	S	30	99	129	0.00334
F3M2	Acinetobacter variabilis	70346	S	12	36	48	0.00124
F3M2	Acinetobacter towneri	202956	S	11	45	56	0.00145
F3M2	Psychrobacter sp. PRwf-1	349106	S	20	80	100	0.00259
F3M2	Moraxella osloensis	34062	S	10	2	12	0.00031
F3M2	Pseudomonas saudiphocaensis	1499686	S	17	44	61	0.00158
F3M2	Pseudoxanthomonas suwonensis	314722	S	491	360	851	0.02202
F3M2	Luteimonas sp. MC1750	2799326	S	11	27	38	0.00098
F3M2	Brucella intermedia	94625	S	144	175	319	0.00825
F3M2	Paracoccus kondratievae	135740	S	43	139	182	0.00471
F3M2	Comamonas kerstersii	225992	S	239	132	371	0.00960
F3M2	Comamonas testosteroni	285	S	20	40	60	0.00155
F3M2	Schlegelella thermodepolymerans	215580	S	11	6	17	0.00044
F3M2	Oligella ureolytica	90244	S	44	45	89	0.00230
F3M2	Advenella kashmirensis	310575	S	15	8	23	0.00060
F3M2	Aliarcobacter skirrowii	28200	S	18	12	30	0.00078
F3M2	Fusobacterium ulcerans	861	S	54	22	76	0.00197
F3M2	Methanobrevibacter millerae	230361	S	54	24	78	0.00202
F2M2	Jeotgalibaca porci	1868793	S	308	468	776	0.10054
F2M2	Jeotgalibaca arthritidis	1868794	S	103	254	357	0.04626
F2M2	Jeotgalibaca dankookensis	708126	S	38	16	54	0.00700
F2M2	Jeotgalibaca ciconiae	2496265	S	20	17	37	0.00479
F2M2	Lentilactobacillus buchneri	1581	S	100	46	146	0.01892
F2M2	Lactobacillus crispatus	47770	S	41	37	78	0.01011
F2M2	Lactobacillus acetotolerans	1600	S	18	6	24	0.00311
F2M2	Lactiplantibacillus plantarum	1590	S	11	42	53	0.00687
F2M2	Loigolactobacillus coryniformis	1610	S	10	6	16	0.00207
F2M2	Aerococcus urinaeequi	51665	S	150	295	445	0.05766
F2M2	Aerococcus viridans	1377	S	17	42	59	0.00764
F2M2	Enterococcus faecium	1352	S	46	423	469	0.06077
F2M2	Enterococcus faecalis	1351	S	26	85	111	0.01438
F2M2	Enterococcus hirae	1354	S	14	29	43	0.00557
F2M2	Bacillus circulans	1397	S	47	48	95	0.01231
F2M2	Bacillus paralicheniformis	1648923	S	13	71	84	0.01088
F2M2	Bacillus sp. OxB-1	98228	S	14	13	27	0.00350
F2M2	Bacillus pumilus	1408	S	14	113	127	0.01646
F2M2	Alkalihalobacillus clausii	79880	S	59	19	78	0.01011
F2M2	Caldibacillus thermoamylovorans	35841	S	29	36	65	0.00842
F2M2	Amphibacillus xylanus	1449	S	12	5	17	0.00220
F2M2	Jeotgalicoccus saudimassiliensis	1461582	S	47	23	70	0.00907
F2M2	Romboutsia ilealis	1115758	S	50	81	131	0.01697
F2M2	Clostridioides difficile	1496	S	10	849	859	0.11130
F2M2	Butyrivibrio fibrisolvens	831	S	27	26	53	0.00687
F2M2	Lacrimispora saccharolytica	84030	S	15	83	98	0.01270
F2M2	Coprococcus comes	410072	S	10	62	72	0.00933
F2M2	Ruminococcus sp. JE7A12	2564099	S	50	26	76	0.00985
F2M2	Faecalibacterium prausnitzii	853	S	14	77	91	0.01179
F2M2	Clostridium botulinum	1491	S	12	37	49	0.00635
F2M2	Intestinibaculum porci	2487118	S	16	17	33	0.00428
F2M2	Turicibacter sp. H121	1712675	S	18	37	55	0.00713
F2M2	Schnuerera ultunensis	45497	S	17	5	22	0.00285
F2M2	Tissierellia sp. JN-28	2507161	S	11	4	15	0.00194
F2M2	Bifidobacterium pseudolongum	1694	S	228	101	329	0.04263
F2M2	Bifidobacterium choerinum	35760	S	76	133	209	0.02708
F2M2	Bifidobacterium angulatum	1683	S	20	14	34	0.00441
F2M2	Corynebacterium maris	575200	S	117	68	185	0.02397
F2M2	Corynebacterium stationis	1705	S	43	79	122	0.01581
F2M2	Corynebacterium xerosis	1725	S	26	60	86	0.01114
F2M2	Acholeplasma axanthum	29552	S	84	128	212	0.02747
F2M2	Bacteroides coprosuis	151276	S	26	10	36	0.00466
F2M2	Bacteroides caecimuris	1796613	S	17	81	98	0.01270
F2M2	Bacteroides fragilis	817	S	11	65	76	0.00985
F2M2	Bacteroides xylanisolvens	371601	S	10	82	92	0.01192
F2M2	Phocaeicola dorei	357276	S	76	434	510	0.06608
F2M2	Petrimonas mucosa	1642646	S	11	1	12	0.00155
F2M2	Parabacteroides distasonis	823	S	11	79	90	0.01166
F2M2	Proteus mirabilis	584	S	27	207	234	0.03032
F2M2	Pseudomonas sp. C27(2019)	2604941	S	21	25	46	0.00596
F2M2	Pseudomonas lundensis	86185	S	14	52	66	0.00855
F2M2	Campylobacter lanienae	75658	S	52	47	99	0.01283
F2M2	Alcaligenes faecalis	511	S	14	34	48	0.00622
F2M2	Methanobrevibacter millerae	230361	S	192	114	306	0.03965
F2M2	Methanobrevibacter sp. YE315	1609968	S	12	7	19	0.00246
